Predictions,Text
3,airline spend hour try check use military -pron- luggage mess boarding pass force line
7,airline customer service via phone person stone wall giant middle finger paint -pron-
4,airline 3days callbag anyone pick -pron- call hold ph til 130 hold insanehelp
4,airline way ruin vacation -pron- brother call night multiple place line get dead air call back
7,airline try change -pron- flight -pron- hang ppl bc call volume high joke right
7,airline thank reflight booking problem -pron- flight leave -pron- luggage nyc unbelievable
3,airline reservation phone system actually work -pron- know 800 number unreachable callback dead air
1,airline tell -pron- flight 2516 2244 cancel flightled seem datetime change wait call
5,airline husband complain flight -pron- get voucher get nothing -pron- fly biz email
2,airline date revieve -pron- money send letter post several email reply frustrated
2,airline -pron- run 5 hour behind reply anyone via twitter beyond unacceptable run time
3,airline sure -pron- make stand line outside plane ready board could sit inside
5,airline even get one know anything -pron- bag ridiculous still -pron- bag saturday
0,airline thank -pron- mr parker screw chairman prefer -pron- fly aa firstclass option treat like crap staff
6,airline think -pron- good cs get everyone gate flight 4275 -pron- wait bc plane ready
4,airline poor experience 2day ord chkin 8 emp with3 cust 10 waiting ask speak withsupervisor tell 20 min mtg
1,airline try reach american airline since last evening cancel flight flight bad customer service ever
1,airline cruel unusual cancel flight flight witho notice make someone stay hold 30min listen ad loop
1,airline -pron- please help -pron- rebooke -pron- incorrectly flight cancel flightled please fix -pron- flt tuesday
2,airline -pron- 17 day since contact customer relation surf fail baggagedrama
7,airline night someone please help need -pron- flt fix please
7,airline try day disconnect due heavy call volume
1,airline hey happen aa65 zurich jfk appear squawk 7700 land london heathrow
1,airline get call say flight cancel flightle check online -pron- cancel flightled near bad weather job interview
0,airline worstcustservice -pron- contingency plan extra worker bad weather 4 hour hold ridiculous
1,airline want know regard -pron- connect flight since -pron- 1st cancel flightle could -pron- assistance
7,airline please stop change -pron- flight spring break 5th time
1,airline school trip 38 include -pron- sleep airport different standby flightsthis good
6,airline -pron- customer service inferior nationalize third world nation airline get -pron- together
1,airline -pron- cancel flight -pron- flight jfk delay -pron- 29 hour -pron- lose 2 -pron- bag bad airline ever
3,airline flight aal65 declare state emergency squawk 7700
1,airline want thank -pron- guy 27 hour delay flight aa106 jfk due staff shortage weatherairplane️
1,airline -pron- delay -pron- 15 hour chicago still manage lose -pron- bag really happy
0,airline -pron- rubbish social medium air two hour late flight well cancel flightled
0,airline yes -pron- manage lose two -pron- bag horrendous airline
7,airline 953 -pron- fligth somthe talk
3,airline interested possibly change -pron- flight another dayneed see fee -pron- number busy
7,airline understand -pron- busy still get answer need get home -pron- guy help
4,airline -pron- yet call baggage status 5 time yesterday
0,airline hold two hour wait 2 hour early get info -pron- reservation ok
7,airline user except wait time phone system hang -pron- continue hold help
6,airline lga already time -pron- pull flight qqbmug feel free look many flight -pron- retickete
2,airline user except -pron- call -pron- get message trust -pron- try
2,airline westjet -pron- rep anything -pron- lose luggage never even check westjet -pron- lose
1,airline wait airport two day get home weather relate flightd deal horrible customer service finally switch
5,airline -pron- ignore -pron- purpose -pron- sad enough -pron- automate system hang -pron- loudlycryingface
7,airline need talk get full refund -pron- trip -pron- call center offer assistance
5,airline -pron- find -pron- luggage without blame everyone else
6,airline aa usair elite member -pron- one big disappointment way -pron- treat epicfailure
3,airline love -pron- get agent phone automated system hang -pron-
1,airline call abt -pron- flight cancel flightlation flight cancel flightle 1030a sunday two 400a call okay
5,airline thank -pron- bad experience ever airline -pron- -pron- hope -pron- embarrassed airline pathetic
0,airline user 2 week ago today arrive miami still -pron- bag absolute disgrace
1,airline go homeless place stay tonight -pron- respond -pron- go back sleep
6,airline 5 clue -pron- place stay
7,airline really -pron- dm -pron- verify -pron- book hotel -pron- extra night kinda unsettling get call
7,airline extra night -pron- stay san juan check
2,airline hey get call say -pron- flight reschedule get anyone see -pron- provide hotel
7,airline user user wait bag go walmart get -pron- need tomorrow morning
0,airline call 2 different office already still sign -pron- baggage first time american air 6
6,airline user -pron- apologise -pron- frustration -pron- disappointment -pron- terrible service blameshiftoverload
5,airline get -pron- work postpone -pron- trip pay extra though easy poor graduate student
1,airline well talk agent reschedule cancel flighted flight one answer aa know -pron- busy need helpthanks
4,airline want waste -pron- time -pron- airline -pron- already rob 21 hour -pron- day definitely
2,airline -pron- -pron- may urgent -pron- -pron- really -pron- 5
7,airline france two day without change clothe nothing keep -pron- warm please locate -pron- bag send -pron- to4
0,airline flight 45 jfkla first catering late flight push back crew 2hrs delay
1,airline flight cancel flighted 2nd time reach agent reschedule -pron- call -pron-
5,airline -pron- two coat bag france coat walk around shirt one clean pair3
7,airline -pron- bag still miami locate -pron- loose bag like tag everything 2
0,airline visit sju return paris -pron- check -pron- bag gate sju arrive paris nothing1
7,airline speak 2 language pay us line leave -pron- 70 min hold without answer latinamerican solve 20min
1,airline terrible -pron- flight cancel flight hold past 4 hour never
2,airline certainly hope -pron- la pbi 25 th new plane seat feb 11 th flight reverse god awful
6,airline 20 hs student ithaca ny stick miami flt xld u rebook get kid home use carrier alliance rulesshouldbend
2,airline hand bad airline travel really really fuck bad
7,airline 247 phone line open hold 2 hour -pron- checkin agent help airport -pron- please help
5,airline sense -pron- charge bag service service great losing luggage miss item bs
5,airline -pron- sheer incompetence reign dfw today plane gd runway doubt -pron-
5,airline yes -pron- make -pron- home means happy always choose aa -pron- 1st choice fly rethink
2,airline still wait dm response sloooowresponse
5,airline user stop paris -pron- embarrassment
6,airline user stick two day airport something pretty normal positive -pron- find plane europe
5,airline highly disappoint baggage service merge otherairline -pron- guy lose -pron- 1st bag miss item
0,airline land 3hours late flight -pron- need wait twenty minute gate patience none incompetence
4,airline finally call -pron- back speak -pron- like bad prank call ever
7,airline wait time 2 hour talk exec plt agent go
2,airline one time -pron- upgrade first class -pron- luggage open miss valuable item replace upset
